OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2025004,04092014757,Arby's #7814,2601 Wake Forest RD ,,RALEIGH,NC,27609,(919) 832-6885,2007/01/08 05:00:00+00,Restaurant,787,-78.62513234,35.81840468,M
2025005,04092021744,LITTLE TOKYO,5959 TRIANGLE TOWN BLVD ,FC 1132,RALEIGH,NC,27616,(919) 792-0111,2013/05/28 04:00:00+00,Food Stand,795,-78.57603863,35.86599856,M
2025006,04092030426,DeMario's Smokin' Fry Masters (WCID #629),1155 TIMBER DR E,,GARNER,NC,27529-6916,(919) 605-5591,2019/07/02 04:00:00+00,Mobile Food Units,798,-78.57703897,35.68905989,T
2025007,04092018671,Burger King #11244,2791 NC 55 HWY ,,CARY,NC,27511,(919) 387-0071,2021/07/02 04:00:00+00,Restaurant,799,-78.87169627,35.78608086,M
2025008,04092021574,WALMART SUPERCENTER #4250 DELI,1001 SHILOH GLENN  DR ,,MORRISVILLE,NC,27560,(919) 474-2285,2009/06/16 04:00:00+00,Food Stand,811,-78.84693338,35.86659083,M
2025009,04092014558,KFC #J120095,4040 Capital BLVD,,RALEIGH,NC,27604,(919) 872-5356,2006/04/24 04:00:00+00,Restaurant,814,-78.58107016,35.83615994,M
2025010,04092016470,OLIVE GARDEN #4441,107 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-2237,2013/07/30 04:00:00+00,Restaurant,815,-78.84948074,35.66266499,M
2025011,04092018648,Five Guys #2,4120   Main at North Hills ST ,Ste 155,RALEIGH,NC,27609,(919) 787-7772,2021/06/07 04:00:00+00,Restaurant,821,-78.64323049,35.83718561,M
2025012,04092025193,Cow Bar @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(702) 544-9413,2018/07/28 04:00:00+00,Food Stand,822,-78.6456917,35.77945516,M
2025013,04092014554,KFC #J120103,1403 W Williams ST,,APEX,NC,27502,(919) 303-7997,2006/04/25 04:00:00+00,Restaurant,838,-78.87726967,35.7501529,M
2025014,04092021670,DOMINO'S #5504,7315 SIX FORKS RD,,RALEIGH,NC,27615-6162,(919) 847-8855,2011/04/27 04:00:00+00,Food Stand,839,-78.64725808,35.88069032,M
2025015,04092016683,ROLY POLY,4040 ED DR ,,RALEIGH,NC,27612,(919) 785-0441,2014/05/13 04:00:00+00,Restaurant,841,-78.70319672,35.82518153,M
2025016,04092018251,Pizza Hut #036631,1805 Aversboro RD ,,GARNER,NC,27529,(919) 779-9200,2019/12/03 05:00:00+00,Restaurant,842,-78.61707161,35.6858565,M
2025017,04092016675,CLYDE COOPER'S BARBECUE,327 S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 832-7614,2014/04/15 04:00:00+00,Restaurant,867,-78.63784658,35.77659846,M
2025018,04092016163,FLYING BURRITO,4800 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 785-2734,2012/04/18 04:00:00+00,Restaurant,891,-78.71583123,35.87110639,M
2025019,04092021936,CIRCLE K #3146,1720  N MAIN ST ,,FUQUAY VARINA,NC,27526,,2016/02/25 05:00:00+00,Food Stand,903,-78.75810908,35.59678082,M
2025020,04092015913,SAS BUILDING C CAFE,820 SAS CAMPUS DR ,,CARY,NC,27513,(919) 531-8651,2011/03/16 04:00:00+00,Restaurant,904,-78.75122071,35.81750425,M
2025021,04092021474,Lee's Kitchen,4638 Capital BLVD ,,RALEIGH,NC,27604,(919) 872-7422,2007/09/20 04:00:00+00,Food Stand,918,-78.57926249,35.84833828,M
2025022,04092015603,WAFFLE HOUSE #1090,1006 AIRPORT BLVD ,,MORRISVILLE,NC,27560-9195,(919) 460-0388,2010/04/19 04:00:00+00,Restaurant,928,-78.81924125,35.85853428,M
2025023,04092014977,Starbucks Coffee Co,8204-120 Tryon Woods DR ,,CARY,NC,27518,(919) 851-6439,2007/10/22 04:00:00+00,Restaurant,919,-78.74169613,35.74700826,M
2025024,04092021382,Harris Teeter #344 Deli/Bakery,6024 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5786,2006/04/10 04:00:00+00,Food Stand,934,-78.6187408,35.86627943,M
2025025,04092018293,Meeples Brew,9545 CHAPEL HILL RD,,MORRISVILLE,NC,27560,(919) 378-1847,2020/01/06 05:00:00+00,Restaurant,946,-78.81120699,35.8045716,M
2025026,04092014765,Randy's Pizza,4129 Davis DR ,,MORRISVILLE,NC,27560,(919) 468-3737,2006/12/22 05:00:00+00,Restaurant,955,-78.85811603,35.8356265,M
2025027,04092110544,York Elementary School Cafeteria,5201 BROOKHAVEN DR,,RALEIGH,NC,27612,(919) 881-4960 ext. 26283,2021/12/01 05:00:00+00,Public School Lunchrooms,957,-78.68439352,35.85225167,M
2025028,04092018190,Dunkin Donuts/Baskin Robbins #339085,2727 Capital BLVD ,,RALEIGH,NC,27604,(919) 875-9092,2019/09/30 04:00:00+00,Restaurant,962,-78.60179762,35.81684953,M
2025029,04092016474,RYE BAR & SOUTHERN KITCHEN,500 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 227-3370,2013/08/20 04:00:00+00,Restaurant,963,-78.63997557,35.77359698,M
2025030,04092014948,Hardee's #1189,100 Vandora Springs RD ,,GARNER,NC,27529,(919) 772-7209,2007/09/12 04:00:00+00,Restaurant,972,-78.62108066,35.71260367,M
2025031,04092160084,The Cardinal at North Hills Institutional Food Service,311 Garden at North Hills ST ,,RALEIGH,NC,27609,(984) 204-8444,2017/05/05 04:00:00+00,Institutional Food Service,974,-78.63539181,35.83593253,M
2025032,04092015734,Wade Park Cafe,5430  WADE PARK  BLVD ,,RALEIGH,NC,27607,(919) 859-5220,2010/10/18 04:00:00+00,Restaurant,977,-78.72815151,35.80750324,M
2025033,04092016652,JERSEY MIKE'S SUBS,7177 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 388-2200,2014/03/21 04:00:00+00,Restaurant,982,-78.88824644,35.84415135,M
2025034,04092018326,Cici's Pizza,2700 NC 55 HWY,,CARY,NC,27519,(919) 249-6448,2020/02/24 05:00:00+00,Restaurant,984,-78.87016558,35.78474547,M
2025035,04092016747,SMITHFIELD'S CHICKEN N BAR-B-Q,3578 DAVIS  DR ,,MORRISVILLE,NC,27560,(919) 468-2607,2014/09/11 04:00:00+00,Restaurant,1005,-78.84697957,35.81858861,M
2025036,04092040295,FOODLAND 4 (WCID #469),20 E HARGETT ST ,,RALEIGH,NC,27602,(919) 329-5296,2013/07/17 04:00:00+00,Pushcarts,1007,-78.63837565,35.77810662,M
2025037,04092015089,BRUEGGERS BAGELS #143,7550-106 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 848-4902,2008/03/28 04:00:00+00,Restaurant,996,-78.67969753,35.88944343,M
2025038,04092030470,What'z Cookin'? Mobile Kitchen and Catering (WCID #758),105 W YOUNG ST,,ROLESVILLE,NC,27571,(919) 817-5585,2020/03/05 05:00:00+00,Mobile Food Units,1015,-78.45915347,35.92340109,M
2025039,04092030245,LA FARM BREAD TRUCK (WCID #442),4150 MAIN AT NORTH HILLS ,,RALEIGH,NC,27609,(919) 657-0657,2012/09/07 04:00:00+00,Mobile Food Units,997,-78.64290922,35.83698561,M
2025040,04092014841,1705 Prime Catering and Events,1705 E Millbrook RD ,,RALEIGH,NC,27609,(919) 850-2340,2007/04/05 04:00:00+00,Restaurant,1018,-78.60608423,35.85065239,M
2025041,04092025265,Mama Crow's,500 E Davie  ST ,STE 116,RALEIGH,NC,27601,,2019/06/18 04:00:00+00,Food Stand,1021,-78.63206132,35.77487463,M
2025042,04092016118,TENKO JAPAN,6325 FALLS OF NEUSE  RD ,,RALEIGH,NC,27615,(919) 876-4545,2012/03/01 05:00:00+00,Restaurant,1027,-78.62251606,35.86922851,M
2025043,04092021761,Pavillion Talley Student Union,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-1602,2013/10/10 04:00:00+00,Food Stand,1036,-78.67872874,35.78448278,M
2025044,04092018616,Panaderia La Loma,7039 Knightdale  BLVD ,,KNIGHTDALE,NC,27525,(919) 295-4252,2021/04/29 04:00:00+00,Restaurant,1037,-78.4900383,35.7998273,M
2025045,04092014486,Big Ed's City Market Restaurant,220 Wolfe ST ,,RALEIGH,NC,27601,(919) 836-9909,2006/01/06 05:00:00+00,Restaurant,1042,-78.6359868,35.77605485,M
2025046,04092014550,KFC/Taco Bell #J120093,6405 Falls of Neuse RD,,RALEIGH,NC,27615,(919) 872-6902,2006/04/25 04:00:00+00,Restaurant,1048,-78.62197977,35.87045451,M
2025047,04092014624,Chick-fil-A #1749,1000 Valleystone DR ,,CARY,NC,27519,(919) 465-0699,2006/07/05 04:00:00+00,Restaurant,1064,-78.85027134,35.79062803,M
2025048,04092021995,H Mart Produce Department,1961 High House RD ,,RALEIGH,NC,27519,(919) 535-5900,2016/12/22 05:00:00+00,Food Stand,1038,-78.84951817,35.79030277,M
2025049,04092015786,A'NETS KATCH,2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 217-0133,2011/08/12 04:00:00+00,Restaurant,1072,-78.49336017,35.79721176,M
2025050,04092300292,Publix #1652 Meat Market,417 W Peace ST ,Suite 100,RALEIGH,NC,27603,(919) 755-5444,2020/08/26 04:00:00+00,Meat Market,1073,-78.64490127,35.78789475,M
2025051,04092018501,Standard Beer and Food,205 E FRANKLIN ST,,RALEIGH,NC,27604,(919) 322-1499,2020/12/14 05:00:00+00,Restaurant,1074,-78.63482408,35.79035401,M
2025052,04092025370,Breakfast Munchies @ Hubb Kitchen,1129 CORPORATION PKWY,Suite 199,RALEIGH,NC,27610-1382,(919) 535-9994,2021/07/07 04:00:00+00,Food Stand,1077,-78.56954783,35.79505367,M
2025053,04092018319,SIP Noshery,400 Southtown CIR ,,ROLESVILLE,NC,27571,(919) 263-8126,2020/02/11 05:00:00+00,Restaurant,1084,-78.47039569,35.91648377,M
2025054,04092016562,THE STATION AT PERSON ST,701 N PERSON ST ,,RALEIGH,NC,27604,(919) 977-1567,2013/11/07 05:00:00+00,Restaurant,1091,-78.63456336,35.78917088,M
2025055,04092018243,PIZZA HUT #9210,321  N MAIN ST ,,HOLLY SPRINGS,NC,27540,(919) 346-9020,2019/12/03 05:00:00+00,Restaurant,1100,-78.83511867,35.65582685,M
2025056,04092018672,Burger King #10775,636  W Gannon Ave,,ZEBULON,NC,27595,(919) 404-1091,2021/07/02 04:00:00+00,Restaurant,1102,-78.32958448,35.82096151,M
2025057,04092300284,Food Lion #2227 Meat Market,161 Crenshaw Corners DR ,,WAKE FOREST,NC,27587,(919) 569-0089,2018/01/19 05:00:00+00,Meat Market,1115,-78.55323577,35.97007068,M
2025058,04092017488,MI CANCUN,324 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-9979,2016/12/14 05:00:00+00,Restaurant,1125,-78.8436742,35.66711942,M
2025059,04092110467,NORTH WAKE COLLEGE & CAREER ACADEMY-CAFETERIA,931 Durham Hwy,,WAKE FOREST,NC,27587,(919) 570-2203,2007/08/21 04:00:00+00,Public School Lunchrooms,1107,-78.54217531,35.9781402,M
2025060,04092016621,CAFE SOO,2815  BRENTWOOD RD ,,RALEIGH,NC,27604,(919) 876-1969,2014/02/14 05:00:00+00,Restaurant,1129,-78.59615202,35.81727946,M
2025061,04092016267,China King,313 Crossroads BLVD ,,CARY,NC,27518,(919) 233-8385,2012/10/01 04:00:00+00,Restaurant,1131,-78.73871452,35.76064286,M
2025062,04092015101,Michelangelos,7280 GB Alford  HWY ,,HOLLY SPRINGS,NC,27540,(919) 557-4992,2008/03/26 04:00:00+00,Restaurant,1149,-78.83292783,35.63500069,M
2025063,04092018095,Walking Crab,1549 US 70 W ,,GARNER,NC,27529,(919) 977-3515,2019/05/01 04:00:00+00,Restaurant,1127,-78.64729883,35.72372411,M
2025064,04092110481,HERBERT AKINS ELEMENTARY LUNCHROOM,2255 HERBERT AKINS RD ,,FUQUAY VARINA,NC,27526,(919) 567-4120,2009/06/09 04:00:00+00,Public School Lunchrooms,1157,-78.80360393,35.6211291,M
2025065,04092040395,Finger Licking Dogs (WCID #852),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 508-4717,2021/11/22 05:00:00+00,Pushcarts,1151,-78.64171063,35.75324624,M
2025066,04092110471,Laurel Park Lunch Room,2450 Laura Duncan  RD ,,APEX,NC,27523,(919) 290-2333 ext. 21279,2008/07/03 04:00:00+00,Public School Lunchrooms,1161,-78.82634024,35.75915424,M
2025067,04092014980,Daly Cafe and Pub at Holiday Inn,930 Airport BLVD ,,MORRISVILLE,NC,27560,(919) 465-1910 ext. 101,2007/10/17 04:00:00+00,Restaurant,1166,-78.82187156,35.85658845,M
2025068,04092110479,LAKE MYRA ELEMENTARY CAFETERIA,1300 ELK FALLS  DR ,,WENDELL,NC,27591,(919) 365-8990 ext. 25404,2009/04/24 04:00:00+00,Public School Lunchrooms,1188,-78.42971564,35.76143338,M
2025069,04092018673,Burger King #4521,2241 AVENT FERRY RD ,,RALEIGH,NC,27606-2133,(919) 829-1908,2021/07/01 04:00:00+00,Restaurant,1203,-78.67605091,35.77835817,M
2025070,04092016575,BAD DADDY'S BURGER BAR,3300 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 297-0953,2013/11/22 05:00:00+00,Restaurant,1207,-78.81800343,35.80772157,M
2025071,04092160078,UNIVERSAL HEALTH CARE FUQUAY VARINA DINING,410 S JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 577-0421,2013/07/30 04:00:00+00,Institutional Food Service,1197,-78.81178965,35.57791895,T
2025072,04092017482,SAKURA 8,2634 TIMBER DR ,,GARNER,NC,27529,(984) 233-5100,2016/11/23 05:00:00+00,Restaurant,1209,-78.63679241,35.71604965,M
2025073,04092300232,Interfood Plaza Latina ,1689 North Market ST ,,RALEIGH,NC,27609,(919) 790-9936,2006/08/25 04:00:00+00,Meat Market,1201,-78.6070629,35.8395659,M
2025074,04092015638,BRUNO,11211  GALLERIA  AVE ,,RALEIGH,NC,27614,(919) 435-6640,2010/05/26 04:00:00+00,Restaurant,1215,-78.54331441,35.94865826,M
2025075,04092040258,FOODLAND 3 (WCID #406),200 W HARGETT ST ,"Corner of Hargett St. &amp; Fayetteville St.",RALEIGH,NC,27602,(919) 798-0590,2011/07/01 04:00:00+00,Pushcarts,1216,-78.64228271,35.77872453,M
2025076,04092014947,Hardee's #1207,5639 Hillsborough ST ,,RALEIGH,NC,27606,(919) 859-0607,2007/09/11 04:00:00+00,Restaurant,1224,-78.72266449,35.785856,M
2025077,04092110461,Panther Creek High Sch. Cafeteria ,6770 McCrimmon PKwY ,,CARY ,NC,27513,(919) 463-8656 ext. 25213,2006/08/21 04:00:00+00,Public School Lunchrooms,1228,-78.88879092,35.83017886,M
2025078,04092017043,BALI-HAI,1571 US 70 HWY W ,,GARNER,NC,27529,(984) 200-5100,2015/09/26 04:00:00+00,Restaurant,1231,-78.64815188,35.72323377,M
2025079,04092017927,Showmars - Wake Forest,1009-128 Stadium DR ,,WAKE FOREST,NC,27587,(919) 554-9608,2018/07/20 04:00:00+00,Restaurant,1235,-78.52993342,35.99015656,M
2025080,04092016510,COURTYARD BISTRO,3401 SUMNER BLVD ,,RALEIGH,NC,27616,(919) 645-0088,2013/09/19 04:00:00+00,Restaurant,1248,-78.58017989,35.86693412,M
2025081,04092017502,The Cardinal at North Hills Independent Living Clubhouse Kitchen,4030 Cardinal at North Hills ST ,,RALEIGH,NC,27609,(984) 204-8444,2017/01/11 05:00:00+00,Restaurant,1249,0,0,U
2025082,04092018556,El Quetzal,740 E CHATHAM ST,,CARY,NC,27511,,2021/03/10 05:00:00+00,Restaurant,1263,-78.76691591,35.79077863,M
2025083,04092025289,Food Lion #2244 Produce,7905 FALLS OF NEUSE RD,,RALEIGH,NC,27615,(919) 847-8159,2019/10/29 04:00:00+00,Food Stand,1269,-78.62699996,35.89304166,M
2025084,04092018103,Panda House Chinese Restaurant,1462 Garner Station BLVD ,,RALEIGH,NC,27603,(919) 779-3588,2019/05/24 04:00:00+00,Restaurant,1278,-78.65475896,35.72582345,M
2025085,04092017052,NOODLES & COMPANY #866,1055 BEAVER CREEK COMMONS DR ,,APEX,NC,27502,(919) 362-9153,2015/10/09 04:00:00+00,Restaurant,1286,-78.87238568,35.74374477,M
2025086,04092021888,LOWES FOODS #191 BEEF SHOP,9600 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 847-5661,2015/10/02 04:00:00+00,Food Stand,1291,-78.65568292,35.90277448,M
2025087,04092018522,Marco's Pizza #8285,133 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 346-1227,2021/01/29 05:00:00+00,Restaurant,1296,-78.84948074,35.66266499,M
2025088,04092016582,APEX WINGS,518 E WILLIAMS ST ,,APEX,NC,27502-2151,(919) 387-0082,2013/12/20 05:00:00+00,Restaurant,1299,-78.84778574,35.72374776,M
2025089,04092030547,HALAL BOYZ NC,1831 CAPITAL BLVD,,RALEIGH,NC,27604-2144,(919) 800-1301,2021/07/19 04:00:00+00,Mobile Food Units,1300,-78.61803845,35.80478035,M
2025090,04092016567,CHUY'S #48,4020 MARKET AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-2489,2013/11/13 05:00:00+00,Restaurant,1301,-78.63751992,35.83661475,M
2025091,04092017457,BABA GHANNOUJ,2468 WALNUT ST ,,CARY,NC,27518,(919) 233-0907,2016/11/15 05:00:00+00,Restaurant,1318,-78.74427315,35.75323584,M
2025092,04092017054,METLIFE 1 JUICE BAR,101 METLIFE WAY ,,CARY,NC,27513,(919) 907-5617,2015/10/13 04:00:00+00,Restaurant,1321,-78.79975563,35.83005175,M
2025093,04092021426,Speedway #6959,2808 US 70 HWY E ,,CLAYTON,NC,27520-9321,(919) 553-3535,2006/12/21 05:00:00+00,Food Stand,1334,-78.52023463,35.67517694,M
2025094,04092016965,RESIDENCE INN/MARRIOTT COURTYARD FOOD SERVICE,10600 LITTLE BRIER CREEK LN ,,RALEIGH,NC,27617,(919) 472-1000,2015/06/18 04:00:00+00,Restaurant,1337,-78.79032614,35.9166105,M
2025095,04092030550,Taqueria La Mexicana,401 WAKE CHAPEL RD,,FUQUAY VARINA,NC,27526,,2021/08/25 04:00:00+00,Mobile Food Units,1342,-78.80006934,35.5907222,M
2025096,04092110486,ROOT ELEMENTARY CAFETERIA,3202 NORTHAMPTON ST ,,RALEIGH,NC,27609,(919) 881-4940,2009/09/14 04:00:00+00,Public School Lunchrooms,1345,-78.65043831,35.82537972,M
2025097,04092025355,Mudcats Stand #6,1501 NC Hwy 39 ,,ZEBULON,NC,27597,(919) 269-2287,2021/03/30 04:00:00+00,Food Stand,1343,-78.26879316,35.81734961,M
2025098,04092016923,PHARMACY BOTTLE & BEVERAGE,120 E CHATHAM ST ,,CARY,NC,27511,(919) 234-1098,2015/03/18 04:00:00+00,Restaurant,1357,-78.78039811,35.7871115,M
2025099,04092016920,WAKE MED NORTH FALLS CAFE,10000 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 350-1478,2015/05/07 04:00:00+00,Restaurant,1358,-78.5978446,35.90890852,M
2025100,04092015607,IL BACIO,3622 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 556-7800,2010/04/09 04:00:00+00,Restaurant,1363,-78.50482681,35.94464173,M
2025101,04092025346,Chopsticks & Forks @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 673-8181,2021/03/10 05:00:00+00,Food Stand,1370,-78.6456917,35.77945516,M
2025102,04092018318,TASU #2,525 NEW WAVERLY  PL ,SUITE 103,CARY,NC,27518,(919) 977-4037,2020/02/11 05:00:00+00,Restaurant,1392,-78.77756307,35.73853619,M
2025103,04092017517,GUASACA AREPA & SALSA GRILL,9918 CHAPEL HILL RD ,SUITE 103,CARY,NC,27513,(919) 377-8223,2017/01/31 05:00:00+00,Restaurant,1368,0,0,U
2025104,04092021963,PUBLIX #1520 DELI,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 04:00:00+00,Food Stand,1395,-78.79652253,35.70711378,M
2025105,04092016440,CASE DINING HALL,240 JETER DR ,,RALEIGH,NC,27695,(919) 515-2100,2013/06/06 04:00:00+00,Restaurant,1396,-78.67872874,35.78448278,M
2025106,04092014687,Jumbo China,13200 Falls of Neuse RD ,SUITE 121,RALEIGH,NC,27614,(919) 861-8858,2006/08/03 04:00:00+00,Restaurant,1398,-78.55981965,35.9407555,M
2025107,04092014640,Bojangles #37,1000 Claren CIR,,MORRISVILLE,NC,27560,(919) 460-7171,2006/07/06 04:00:00+00,Restaurant,1400,-78.82373946,35.85573083,M
2025108,04092021788,GREEN PLANET CATERING,120 DRY AVE ,,CARY,NC,27511,(919) 832-6767,2014/04/16 04:00:00+00,Food Stand,1401,-78.78306291,35.78337198,M
2025109,04092018416,The Reserve at Mills Farm,1000 MILLS CHASE LOOP,,APEX,NC,27523,(919) 208-5183,2020/08/12 04:00:00+00,Restaurant,1412,-78.8298594,35.75052675,M
2025110,04092018546,CHEENI@YMCA,1603 HILLSBOROUGH ST ,,RALEIGH,NC,27605,(918) 720-4337,2021/02/28 05:00:00+00,Restaurant,1413,-78.65901345,35.78367588,M
2025111,04092017062,A Slice of NY Pizza,2316-102 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 838-0011,2015/10/20 04:00:00+00,Restaurant,1403,-78.66687803,35.78749678,M
2025112,04092014892,Chef Mario,2610 Wycliff RD,Ste 23,RALEIGH,NC,27607,(919) 781-4141,2007/06/26 04:00:00+00,Restaurant,1424,-78.69062153,35.81786688,M
2025113,04092017606,FAIRFIELD INN & SUTIES RALEIGH CARY,1120 LEDSOME LN ,,CARY,NC,27511,(919) 301-8467,2017/05/01 04:00:00+00,Restaurant,1425,-78.7485481,35.76241134,M
2025114,04092018742,Tropical Smoothie Cafe,3101 EDWARDS MILL RD,Suite 107,RALEIGH,NC,27612-5303,(984) 200-5301,2021/11/23 05:00:00+00,Restaurant,1426,-78.70695572,35.82544379,M
2025115,04092017060,DQ GRILL & CHILL #24227,2105 TEN TEN RD ,,APEX,NC,27539,(919) 387-3809,2015/10/16 04:00:00+00,Restaurant,1428,-78.81900772,35.72167933,M
2025116,04092018636,Sizzlin Stir Fry,8521 BRIER CREEK PKWY,Suite 117,RALEIGH,NC,27617-7334,(919) 666-6257,2021/06/01 04:00:00+00,Restaurant,1438,-78.78334742,35.90685073,M
2025117,04092017764,Country Inn & Suites Breakfast Area,201 Airgate DR,,MORRISVILLE,NC,27560,(919) 544-1010,2018/01/12 05:00:00+00,Restaurant,1441,-78.81563537,35.86365032,M
2025118,04092016930,HYATT HOUSE H BAR,160 PARK AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 363-0771,2015/05/22 04:00:00+00,Restaurant,1449,-78.63811885,35.83636262,M
2025119,04092021883,RALEIGH STEAK ESCAPE,4325 GLENWOOD AVE ,UNIT 2052,RALEIGH,NC,27511,(919) 786-0404,2015/09/30 04:00:00+00,Food Stand,1457,-78.68184484,35.84183815,T
2025120,04092018402,Bonafide Bakeshop & Cafe,1232 W WILLIAMS ST,,APEX,NC,27502,(919) 372-5000,2020/07/13 04:00:00+00,Restaurant,1460,-78.87260887,35.74617982,M
2025121,04092018499,The Produce Box @TKA,2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 452-4188,2020/11/02 05:00:00+00,Food Stand,1461,-78.64171063,35.75324624,M
2025122,04092016964,SUBWAY #42484,3429 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 762-0521,2015/06/18 04:00:00+00,Restaurant,1467,-78.7258865,35.62516136,M
2025123,04092016677,MONA PITA MEDITERRANEAN GRILL,5260 CAPITAL BLVD ,SUITE 101,RALEIGH,NC,27616,(919) 431-6500,2014/04/22 04:00:00+00,Restaurant,1472,-78.580183,35.85814638,M
2025124,04092016509,TACO BELL #29283,1108 MORRISVILLE CARPENTER RD ,,MORRISVILLE,NC,27560,(919) 377-0226,2013/09/17 04:00:00+00,Restaurant,1462,0,0,U
2025125,04092110465,Sanford Creek Elem. Cafeteria,707 Granite Falls BLVD ,,ROLESVILLE,NC,27571,(919) 570-2115,2007/07/06 04:00:00+00,Public School Lunchrooms,1475,-78.46033895,35.92844353,M
2025126,04092021903,FOOD LION #40 PRODUCE,980 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 467-4168,2015/10/29 04:00:00+00,Food Stand,1477,-78.78312573,35.77217563,M
2025127,04092018158,Dunkin Donuts #349131,8401 Capital  BLVD ,,RALEIGH,NC,27616,(919) 521-4960,2019/08/27 04:00:00+00,Restaurant,1479,-78.5598497,35.89383244,M
2025128,04092012307,Starbucks,3101 EDWARDS MILL RD ,,RALEIGH,NC,27612-5303,(919) 789-4922,1998/08/07 04:00:00+00,Restaurant,1485,-78.70695572,35.82544379,M
2025129,04092014996,Village Deli #1,500 Daniels ST ,,RALEIGH,NC,27605,(919) 828-1428,2007/10/25 04:00:00+00,Restaurant,1493,-78.66105804,35.79149603,M
2025130,04092021475,Lowes Foods #226 Produce,8440 louisburg rd ,,RALEIGH,NC,27616,(919) 866-1031,2007/09/14 04:00:00+00,Food Stand,1499,-78.50930992,35.89359383,M
2025131,04092030180,A TASTE OF NEW YORK #3 ( WCID #366),201 S West ST ,,RALEIGH,NC,27603,(919) 345-8138,2007/10/19 04:00:00+00,Mobile Food Units,1502,-78.64560424,35.77781639,M
2025132,04092015667,Patti's Cafe,8300 HEALTH PARK  ,STE 101,RALEIGH,NC,27615,(919) 671-0769,2010/07/02 04:00:00+00,Restaurant,1504,-78.6591053,35.895917,M
2025133,04092017519,DICED GOURMET SALADS & WRAPS #2,1028 OBERLIN RD ,SUITE 234,RALEIGH,NC,27605,(919) 307-3613,2017/01/27 05:00:00+00,Restaurant,1515,-78.65845011,35.79783502,M
2025134,04092016233,MAR-Y-SOL II,1310 CORPORATION PKY ,,RALEIGH,NC,27610-1363,(919) 212-8100,2012/08/03 04:00:00+00,Restaurant,1517,-78.56780289,35.79794477,M
2025135,04092015605,WAFFLE HOUSE #1279,7605 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 217-4112,2010/04/23 04:00:00+00,Restaurant,1531,-78.47367546,35.80004488,M
2025136,04092018193,Pace Yourself Run Company,242 S MAIN ST,Suite 102,HOLLY SPRINGS,NC,27540-9094,(919) 346-8182,2019/10/04 04:00:00+00,Restaurant,1551,-78.83395027,35.64920445,M
2025137,04092017664,SHEETZ #634,8101 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 890-5331,2017/08/08 04:00:00+00,Restaurant,1556,-78.72883202,35.87359133,M
2025138,04092014924,Carolina Ale House,11685 Northpark DR ,,WAKE FOREST,NC,27587,(919) 556-8666,2007/08/08 04:00:00+00,Restaurant,1564,-78.54383057,35.96466469,M
2025139,04092025385,Chick-fil-A at Carter Finley Stadium,4600 Trinity RD ,,RALEIGH,NC,27607,(919) 602-0084,2021/08/26 04:00:00+00,Food Stand,1570,-78.71758209,35.80167428,M
2025140,04092021961,PUBLIX #1520 MEAT/SEAFOOD,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 04:00:00+00,Food Stand,1578,-78.79652253,35.70711378,M
